objectid,originalfilename,filename,title,originaltitle,tributary,description,creator,callnumber,itemnumber,collectionname,repository,date,archivaldate,subject,damspace,damtime,submerged,location,latitude,longitude,sourcelink,format,type,language,display_template,object_location,image_small,image_thumb
sediment315,,sediment315.jpg,"Line drawing of a cliff dwelling from John Wesley Powell's 1875 book ""Canyons of the Colorado""",,,,"Powell, John Wesley",,,,,1875,1875,,,Pre-dam,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment315.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment315_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment315_th.jpg
sediment316,,sediment316.jpg,"Line drawing of a Puebloan ruin from John Wesley Powell's 1875 book ""Canyons of the Colorado""",,/humans/#palimpsests,,"Powell, John Wesley",,,,,1875,1875,,,Pre-dam,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment316.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment316_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment316_th.jpg
sediment317,,sediment317.jpg,"Line drawing of a Puebloan ruin from John Wesley Powell's 1875 book ""Canyons of the Colorado""",,/humans/#palimpsests,,"Powell, John Wesley",,,,,1875,1875,,,Pre-dam,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment317.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment317_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment317_th.jpg
sediment318,,sediment318.jpg,Rainbow Bridge,Glen 7/52 Creek bed (Rainbow Bridge).,/humans/#interior-landscapes,,"Nichols, Tad",NAU.PH.99.3.1.4.12,11813,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1952,1952,,,Pre-dam,Reemerged,Glen Canyon; Rainbow Bridge; Bridge Canyon,37.07756242,-110.9638737,https://archive.library.nau.edu/digital/collection/cpa/id/17719/rec/48,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment318.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment318_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment318_th.jpg
sediment319,,sediment319.jpg,Rainbow Bridge from below.,Rainbow Bridge from below.,,,"Duff, Russell",NAU.PH.2005.1.98,41850,"Duff, Russell"," Special Collections and Archives, Cline Library, Northern Arizona University.",1955,1955,,,Pre-dam,Reemerged,Glen Canyon; Rainbow Bridge; Bridge Canyon,37.07756242,-110.9638737,https://archive.library.nau.edu/digital/collection/cpa/id/14104/rec/74,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment319.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment319_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment319_th.jpg
sediment320,,sediment320.jpg,Rainbow Bridge,[Rainbow Bridge.],,,"Nichols, Tad",NAU.PH.99.3.1.13.187,11147,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1958,1958,,,Pre-dam,Reemerged,Glen Canyon; Rainbow Bridge; Bridge Canyon,37.07756242,-110.9638737,https://archive.library.nau.edu/digital/collection/cpa/id/20599/rec/88,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment320.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment320_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment320_th.jpg
sediment321,,sediment321.jpg,Rainbow Bridge,[Rainbow Bridge.],/humans/#interior-landscapes,,"Nichols, Tad",NAU.PH.99.3.1.13.47,17919,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1958,1958,,,Pre-dam,Reemerged,Glen Canyon; Rainbow Bridge; Bridge Canyon,37.07756242,-110.9638737,https://archive.library.nau.edu/digital/collection/cpa/id/18576/rec/95,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment321.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment321_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment321_th.jpg
sediment322,,sediment322.jpg,Reflection of Rainbow Bridge in water below,[Reflection of Rainbow Bridge in water below.],humans/#rainbow-bridge,,"Nichols, Tad",NAU.PH.99.3.1.17.140,14339,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1959,1959-1960,,,Pre-dam,Reemerged,Glen Canyon; Rainbow Bridge; Bridge Canyon,37.07756242,-110.9638737,https://archive.library.nau.edu/digital/collection/cpa/id/10911/rec/97,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment322.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment322_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment322_th.jpg
sediment323,,sediment323.jpg,Aerial view of Rainbow Bridge,"Rainbow Bridge, aerial view.",,,"Duff, Russell",NAU.PH.2005.1.200,42801,"Duff, Russell"," Special Collections and Archives, Cline Library, Northern Arizona University.",1955,1955,,,Pre-dam,Reemerged,Glen Canyon; Rainbow Bridge; Bridge Canyon,37.07756242,-110.9638737,https://archive.library.nau.edu/digital/collection/cpa/id/13799/rec/135,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment323.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment323_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment323_th.jpg
sediment324,,sediment324.jpg,Aerial view of Rainbow Bridge,"Rainbow Bridge, aerial view.",,,"Duff, Russell",NAU.PH.2005.1.202,42803,"Duff, Russell"," Special Collections and Archives, Cline Library, Northern Arizona University.",1955,1955,,,Pre-dam,Reemerged,Glen Canyon; Rainbow Bridge; Bridge Canyon,37.07756242,-110.9638737,https://archive.library.nau.edu/digital/collection/cpa/id/13801/rec/138,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment324.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment324_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment324_th.jpg
sediment325,,sediment325.jpg,Leg of Rainbow Bridge,[Leg of Rainbow Bridge.],,,"Nichols, Tad",NAU.PH.99.3.1.61.25,26696,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1975,1975,,,Post-dam,Reemerged,Glen Canyon; Rainbow Bridge; Bridge Canyon,37.07756242,-110.9638737,https://archive.library.nau.edu/digital/collection/cpa/id/22577/rec/161,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment325.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment325_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment325_th.jpg
sediment326,,sediment326.jpg,"The 10-year running mean of reconstructed Colorado River flow, 762-2005, by David Meko (University of Arizona Laboratory of Tree-Ring Research)",,/humans/#palimpsests,,"Meko, D.M., Woodhouse, C.A., Baisan, C.A., Knight, T., Lukas, J.J., Hughes, M.K., and Salzer, M.W",,,,,762,762-2005,,,,,Glen Canyon; Lee's Ferry,,,https://www.treeflow.info/content/colorado-r-lees-ferry-az-meko,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment326.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment326_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment326_th.jpg
sediment327,,sediment327.jpg,Teton Dam Flood,Teton Dam Flood - Newdale,/humans/#remains-of-the-future,,Bureau of Reclamation,,ID-L-0011,WaterArchives,WaterArchives.org,1976-06-05,1976-06-05,,,,,Teton Dam,43.90988435,-111.5388776,https://commons.wikimedia.org/wiki/File:-IDAHO-L-0011-_Teton_Dam_Flood_-_Newdale_%285811753523%29.jpg,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment327.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment327_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment327_th.jpg
sediment328,,sediment328.jpg,Photograph of Veteran's Bureau Records in Stack Areas,Photograph of Veteran's Bureau Records in Stack Areas,,,General Services Administration. National Archives and Records Service. Office of Educational Programs. Education Division. ,64-NA-78,7820633,Records of the National Archives and Records Administration; Historic Photograph File of National Archives Events and Personnel,National Archives,1936-06-12,1936-06-12,,,,,,,,https://catalog.archives.gov/id/7820633,image/jpeg,Image;StillImage,eng,image,/objects/sediment328.jpg,/objects/small/sediment328_sm.jpg,/objects/thumbs/sediment328_th.jpg
sediment329,,sediment329.jpg,Lone Rock at full pool in 1979,,/land/#terra-infirma,,"Sternfeld, Joel",,,,,1979,1979,Lone Rock; water; land,above dam,Post-dam,Remerged,Glen Canyon; Lake Powell; Lone Rock,37.02815031,-111.5332225,https://fellowship.xyz/artwork/live/0x4765dfb514d05fae20a5a44ec4dd4b8e4209793b/6,image/jpeg,Image;StillImage,eng,image,/objects/sediment329.jpg,/objects/small/sediment329_sm.jpg,/objects/thumbs/sediment329_th.jpg
sediment330,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/12935/rec/1,sediment330.jpg,Aerial view of Colorado Plateau,Flight to Blanding from Flagstaff.,,,"Nichols, Tad",NAU.PH.99.3.1.68.50,47137,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1950-1965,Land,,,,,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/12935/rec/1,image/jpeg,Image;StillImage,eng,image,/objects/sediment330.jpg,/objects/small/sediment330_sm.jpg,/objects/thumbs/sediment330_th.jpg
sediment331,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/117718/default.jpg?highlightTerms=image%20AND%20vishnu%20schist,sediment331.jpg,Vishnu Schist,River fluting,,,"Billingsley, George",NAU.PH.2000.54.3.9.24,167792,"Billingsley, George"," Special Collections and Archives, Cline Library, Northern Arizona University.",1971,1971,Land,below dam,Post-dam,,Grand Canyon; River Mile 114,36.21884332,-112.4232796,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/117718/default.jpg?highlightTerms=image%20AND%20vishnu%20schist,image/jpeg,Image;StillImage,eng,image,/objects/sediment331.jpg,/objects/small/sediment331_sm.jpg,/objects/thumbs/sediment331_th.jpg
sediment332,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/121159/default.jpg,sediment332.jpg,Sand Bees,Sand Bees,,,"Billingsley, George",NAU.PH.2000.54.15.1.66,172838,"Billingsley, George"," Special Collections and Archives, Cline Library, Northern Arizona University.",1973,1973,Biota; Animal; Bees,below dam,Post-dam,,Lee's Ferry,36.85635239,-111.6038289,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/121159/default.jpg,image/jpeg,Image;StillImage,eng,image,/objects/sediment332.jpg,/objects/small/sediment332_sm.jpg,/objects/thumbs/sediment332_th.jpg
sediment333,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/21310/default.jpg?highlightTerms=image%20AND%20sand,sediment333.jpg,Sandslide at Lee's Ferry,[Lees Ferry area May 1967] Sandslide Trail from Spencer Trail 5-7-67,,,"Reilly, P.T. (Plez Talmadge)",NAU.PH.97.46.141.47,8418,"Reilly, P.T. (Plez Talmadge)"," Special Collections and Archives, Cline Library, Northern Arizona University.",1967,1967,Land,below dam,Post-dam,,Lee's Ferry,36.86751384,-111.5867186,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/21310/rec/614,image/jpeg,Image;StillImage,eng,image,/objects/sediment333.jpg,/objects/small/sediment333_sm.jpg,/objects/thumbs/sediment333_th.jpg
sediment334,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/122897/default.jpg,sediment334.jpg,Flooding Little Colorado River,Flooding LCR [Little Colorado River],,,"Billingsley, George",NAU.PH.2000.54.2.11.27,175693,"Billingsley, George"," Special Collections and Archives, Cline Library, Northern Arizona University.",1973,1973,Land; Water,Above Dam,Post-dam,,Little Colorado River,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/122897/rec/64,image/jpeg,Image;StillImage,eng,image,/objects/sediment334.jpg,/objects/small/sediment334_sm.jpg,/objects/thumbs/sediment334_th.jpg
sediment335,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/17371/default.jpg,sediment335.jpg,"Vishnu Schist, polished by water, sand, and time","Schist polished to the highest degree by a mixture of water, sand,and time, Grand Canyon river mile 232.",,,"Eiseman, Margaret",NAU.PH.2004.8.2.69.22,68933,"Eiseman, Margaret"," Special Collections and Archives, Cline Library, Northern Arizona University.",1962,1950-1974,Land; Water,below dam,Post-dam,,Grand Canyon; River Mile 232,35.78861781,-113.3418845,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/17371/rec/358,image/jpeg,Image;StillImage,eng,image,/objects/sediment335.jpg,/objects/small/sediment335_sm.jpg,/objects/thumbs/sediment335_th.jpg
sediment336,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/18346/default.jpg,sediment336.jpg,Sand painting on the Little Colorado River,"Sand painting, Little Colorado River.",,,"Eiseman, Margaret",NAU.PH.2004.8.2.74g.19,72390,"Eiseman, Margaret"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1955-1974,Land; Water,Above Dam,,,Little Colorado River,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/18346/rec/411,image/jpeg,Image;StillImage,eng,image,/objects/sediment336.jpg,/objects/small/sediment336_sm.jpg,/objects/thumbs/sediment336_th.jpg
sediment337,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/119736/default.jpg,sediment337.jpg,Circular patterns in the sand,Circular patterns in the sand,,,"Running, John",NAU.PH.2013.4.1.21.18.4,170514,"Running, John"," Special Collections and Archives, Cline Library, Northern Arizona University.",1980,1980,Land; Biota; Plants,,,,,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/119736/rec/458,image/jpeg,Image;StillImage,eng,image,/objects/sediment337.jpg,/objects/small/sediment337_sm.jpg,/objects/thumbs/sediment337_th.jpg
sediment338,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/116884/default.jpg,sediment338.jpg,Caterpiller in sand,Caterpiller in sand,,,"Billingsley, George",NAU.PH.2000.54.2.20.11,167609,"Billingsley, George"," Special Collections and Archives, Cline Library, Northern Arizona University.",1973,1973,Biota; Animal; Caterpillars,,,,,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/116884/rec/517,image/jpeg,Image;StillImage,eng,image,/objects/sediment338.jpg,/objects/small/sediment338_sm.jpg,/objects/thumbs/sediment338_th.jpg
sediment339,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/14178/default.jpg,sediment339.jpg,Sculpted sand dunes,"[Scuplted sand dunes, rocks, and reeds.]",,,"Nichols, Tad",NAU.PH.99.3.1.6.28,17001,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1955,1955,Land; Sand,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/14178/rec/549,image/jpeg,Image;StillImage,eng,image,/objects/sediment339.jpg,/objects/small/sediment339_sm.jpg,/objects/thumbs/sediment339_th.jpg
sediment340,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/124965/default.jpg,sediment340.jpg,Recovering Car from Quick Sand,Recovering Car from Quick Sand,,,"Bond, Cliff",NAU.PH.2018.20.2.6.12,180060,"Bond, Cliff"," Special Collections and Archives, Cline Library, Northern Arizona University.",1940,1940,Land; Sand; Humans,,,,,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/124965/rec/554,image/jpeg,Image;StillImage,eng,image,/objects/sediment340.jpg,/objects/small/sediment340_sm.jpg,/objects/thumbs/sediment340_th.jpg
sediment341,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/17461/default.jpg,sediment341.jpg,"Stuck on a sand bar in the Suan Juan River (mile 102), Spencer mining operations","Stuck on sand bar- [Boating, San Juan River at Spencer Camp, San Juan River mile 102, Utah, 1909]",,,"Jones, Albert H. ",NAU.PH.2006.12.3.29.73,92549,"Jones, Albert H. "," Special Collections and Archives, Cline Library, Northern Arizona University.",1909,1909-1910,Land; Sand; Humans; Mining,Above Dam,Pre-Dam,,San Juan River,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/17461/rec/592,image/jpeg,Image;StillImage,eng,image,/objects/sediment341.jpg,/objects/small/sediment341_sm.jpg,/objects/thumbs/sediment341_th.jpg
sediment342,,sediment342.jpg,Lone Rock Beach Satellite View,,,,Google Maps,,,," Special Collections and Archives, Cline Library, Northern Arizona University.",2026,,Land; water; maps,Above Dam,Post-Dam,,,,,,image/jpeg,Image;StillImage,eng,image,/objects/sediment342.jpg,/objects/small/sediment342_sm.jpg,/objects/thumbs/sediment342_th.jpg
sediment343,,sediment343.jpg,"Lone Rock Beach, Pictoral View",,,,Google Maps,,,," Special Collections and Archives, Cline Library, Northern Arizona University.",2026,,Land; water; maps,Above Dam,Post-Dam,,Lone Rock Beach; Lake Powell,37.02804708,-111.5329221,,image/jpeg,Image;StillImage,eng,image,/objects/sediment343.jpg,/objects/small/sediment343_sm.jpg,/objects/thumbs/sediment343_th.jpg
sediment344,,sediment344.jpg,,,,,,,,," Special Collections and Archives, Cline Library, Northern Arizona University.",,,,,,,,37.02804708,-111.5329221,,image/jpeg,Image;StillImage,eng,image,/objects/sediment344.jpg,/objects/small/sediment344_sm.jpg,/objects/thumbs/sediment344_th.jpg
sediment345,,sediment345.jpg,,,,,,,,," Special Collections and Archives, Cline Library, Northern Arizona University.",,,,,,,,,,,image/jpeg,Image;StillImage,eng,image,/objects/sediment345.jpg,/objects/small/sediment345_sm.jpg,/objects/thumbs/sediment345_th.jpg
sediment346,,sediment346.jpg,,,,,,,,," Special Collections and Archives, Cline Library, Northern Arizona University.",,,,,,,,,,,image/jpeg,Image;StillImage,eng,image,/objects/sediment346.jpg,/objects/small/sediment346_sm.jpg,/objects/thumbs/sediment346_th.jpg
sediment347,,sediment347.jpg,,,,,,,,," Special Collections and Archives, Cline Library, Northern Arizona University.",,,,,,,,,,,image/jpeg,Image;StillImage,eng,image,/objects/sediment347.jpg,/objects/small/sediment347_sm.jpg,/objects/thumbs/sediment347_th.jpg
sediment348,,sediment348.jpg,,,,,,,,," Special Collections and Archives, Cline Library, Northern Arizona University.",,,,,,,,,,,image/jpeg,Image;StillImage,eng,image,/objects/sediment348.jpg,/objects/small/sediment348_sm.jpg,/objects/thumbs/sediment348_th.jpg
sediment349,,sediment349.jpg,,,,,,,,," Special Collections and Archives, Cline Library, Northern Arizona University.",,,,,,,,,,,image/jpeg,Image;StillImage,eng,image,/objects/sediment349.jpg,/objects/small/sediment349_sm.jpg,/objects/thumbs/sediment349_th.jpg
