objectid,originalfilename,filename,title,originaltitle,tributary,description,creator,callnumber,itemnumber,collectionname,repository,date,archivaldate,subject,damspace,damtime,submerged,location,latitude,longitude,sourcelink,format,type,language,display_template,object_location,image_small,image_thumb
sediment129,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9723/default.jpg,sediment129.jpg,Boat among swirled rock,[Boat in arm of lake among swirled rock formations - Cross-bedding in sedimentary rock].,/atmosphere/#wind-memories,,"Nichols, Tad",NAU.PH.99.3.1.33.43,28858,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1964,1964,sediment; atmosphere; wind; tourism ,Above Dam,Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9723/rec/351,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment129.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment129_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment129_th.jpg
sediment130,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/10090/default.jpg,sediment130.jpg,Alonzo Tuner's tombstone at California Bar,"[Tombstone at old gold-mining camp on California Bar: In memory of A.G. Tuner - Died April 26, 1923. Age 69. This image appears in Tad's Glen Canyon book on page 28.].",,,"Nichols, Tad",NAU.PH.99.3.1.33.17,28845,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1964,1964,sediment; humans; mining,Above Dam,Dam,,Glen Canyon; California Bar,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/10090/rec/3,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment130.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment130_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment130_th.jpg
sediment131,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9324/default.jpg,sediment131.jpg,Markings in the sand,[Markings in the sand. A cropped version of this photograph appears as a background image in Tad's book- Glen Canyon Images of a Lost World- on page 79.],/atmosphere/#formations,,"Nichols, Tad",NAU.PH.99.3.1.27.110,18261,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1962,1962,sediment; land; water; tracks,Above Dam,Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9324/rec/98,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment131.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment131_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment131_th.jpg
sediment132,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9717/default.jpg,sediment132.jpg,Crossbedding in sedimentary rock,[Cross-bedding in sedimentary rock. This image appears in Tad's Glen Canyon book on page 57.].,,,"Nichols, Tad",NAU.PH.99.3.1.33.52,28863,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1964,1964,sediment; atmosphere; wind; tracks,Above Dam,Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9717/rec/5,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment132.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment132_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment132_th.jpg
sediment133,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9724/default.jpg,sediment133.jpg,Crossbedding in sedimentary rock,[Cross-bedding in sedimentary rock. This photograph appears as a background image in Tad's Glen Canyon book on page 56.].,/atmosphere/#wind-memories; /atmosphere/#crossed-tracks,,"Nichols, Tad",NAU.PH.99.3.1.33.45,28859,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1964,1964,sediment; atmosphere; wind; tracks,Above Dam,Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9724/rec/7,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment133.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment133_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment133_th.jpg
sediment134,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/21212/default.jpg,sediment134.jpg,Eroding sand dune at Escalante River,[Eroding sand dune at Escalante River; this image appears in Tad's Glen Canyon book on page 56.],,,"Nichols, Tad",NAU.PH.99.3.1.69.3,27743,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1955-1965,sediment; land,Above Dam,Pre-Dam,,Glen Canyon; Escalante River,37.38602994,-110.9159012,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/21212/rec/87,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment134.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment134_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment134_th.jpg
sediment135,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9504/default.jpg,sediment135.jpg,Moki steps at Mystery Canyon,[Frank Wright on Moki steps at Mystery Canyon. This image appears in Tad's book- Glen Canyon Images of a Lost World on page 80.],/humans/#palimpsests,,"Nichols, Tad",NAU.PH.99.3.1.27.30,17451,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1962,1962,sediment; exploration; humans; tracks; humans,Above Dam,Dam,,Glen Canyon; Mystery Canyon,37.14678115,-110.9419214,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9504/rec/91,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment135.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment135_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment135_th.jpg
sediment136,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9352/default.jpg,sediment136.jpg,Old rock fireplace at Camp Stone,[Old rock fireplace and chimney at Camp Stone. This image appears in Tad's book-Glen Canyon Images of a Lost World- on page 30.],,,"Nichols, Tad",NAU.PH.99.3.1.27.58,17651,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1962,1962,sediment; dwellings; mining; humans,Above Dam,Dam,,Glen Canyon; Camp Stone,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9352/rec/119,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment136.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment136_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment136_th.jpg
sediment137,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/22217/default.jpg,sediment137.jpg,Cliff dwelling in cave above Schock Bar,[Frank Wright at cliff dwelling in cave above Schock Bar; this image appears in Tad's Glen Canyon book on page 45.],,"Robert Brewster Stanton first came to Glen Canyon in 1889 to survey the land a railroad construction project that would transport coal from Colorado to California and replace overseas markets. The scheme fell through when oil was discovered in Southern California, but Stanton remained in the Canyon after noticing ""flour gold"" in the river's sandbars. Stanton was employed by the Hoskaninni mining company and staked out the entire length of Glen Canyon and began to conduct assessments and began to dredge gold from the Canyon's alluvial fill. To bring the dredge machine, which was 105 feet long and 26 feet wide and weighted over 150 tons, crews hauled the machine down a road blasted out of Stanton Canyon and hauled by boat to Camp Stone, where the deredging would take place. Ten houses, a blacksmith shop, and an ice plant were constructed. A telephone was installed, fixed by wires drilled into the canyon wall Coal was brought in from the Henry Mountains. 75 men lived and worked at the site. The operation immediately ran into problems: as the river flucuated, the dredge would sink into the sand and have tob e hauled out. Additionally, the flour gold was so fine, once it was separated from the sand it would float to the top of the slurry and float back out into the river. By 1901, the dredge had been operating for 5 months and had made $30.15 in gold, coming up far short on the investment of over $100,000. Determined, Stanton continued, moving the dredge downstream to Wilson Canyon and attempted to fix the gasoline engines by removing them and placing htem on the river bank. The river undercut the bank and dropped the engines into the river. The camp became a salvage yard for other miners who salvaged material from the Camp. ","Nichols, Tad",NAU.PH.99.3.1.9.29,19786,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1956,1956,sediment; dwellings; exploration; humans,Above Dam,Pre-Dam,,Glen Canyon; Schock Bar,37.41024346,-110.7500747,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/22217/rec/4,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment137.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment137_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment137_th.jpg
sediment138,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9454/default.jpg,sediment138.jpg,Pool in Little Arch Canyon,[Pool in Little Arch Canyon] [This image appears in Tad's Glen Canyon book on page 111.].,,,"Nichols, Tad",NAU.PH.99.3.1.11.89,20512,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; microbes; vegetation; water; biota,Above Dam,Pre-Dam,,Glen Canyon; Little Arch Canyon,37.09696315,-111.0457102,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9454/rec/48,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment138.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment138_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment138_th.jpg
sediment139,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/12274/default.jpg,sediment139.jpg,Glen Canyon wall,Glen Canyon - Comparison - Rainbow [Lake levels against cliff walls].,,,"Nichols, Tad",NAU.PH.99.3.1.59.2,26629,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1973,1973,sediment; lake; land,Above Dam,Pre-Dam,,Glen Canyon; Lake Powell,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/12274/rec/3561,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment139.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment139_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment139_th.jpg
sediment140,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/23031/default.jpg,sediment140.jpg,Glen Canyon Dam under construction,[Glen Canyon Dam under construction.],/atmosphere/#aridity,,"Nichols, Tad",NAU.PH.99.3.1.28.3,26299,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1963,1963,sediment; infrastructure; dam; humans,Dam,Dam,,Glen Canyon; Glen Canyon Dam,36.93783859,-111.4838413,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/23031/rec/3688,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment140.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment140_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment140_th.jpg
sediment141,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/10081/default.jpg,sediment141.jpg,Grave at California Bar,[California Bar].,,,"Nichols, Tad",NAU.PH.99.3.1.33.8,28840,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1964,1964,sediment; mining; infrastructure; humans,Above Dam,,,Glen Canyon; California Bar,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/10081/rec/11,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment141.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment141_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment141_th.jpg
sediment142,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/10094/default.jpg,sediment142.jpg,California Bar caves,Katie Lee at California Bar caves. 'We Three' Trip - September/October 1955. [constructed title],,,"Nichols, Tad",NAU.PH.99.3.1.8.32,29567,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1955,1955,sediment; mining; dwellings; humans,Above Dam,Pre-Dam,,Glen Canyon; California Bar,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/10094/rec/15,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment142.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment142_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment142_th.jpg
sediment143,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9686/default.jpg,sediment143.jpg,Inscriptions at Hite,"Ridge was very long w/ pioneer names inscribed [View of one inscription in cliff wall: Hite Sept. 19th, A.D. 1883].",,,"Nichols, Tad",NAU.PH.99.3.1.33.79,28878,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1964,1964,sediment; exploration; humans,Above Dam,Pre-Dam,,Glen Canyon; Hite,37.86501627,-110.3953035,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9686/rec/277,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment143.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment143_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment143_th.jpg
sediment144,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/127362/default.jpg,sediment144.jpg,Katie Lee in Glen Canyon,Cataract Secret,/atmosphere/#images-of-a-lost-world,,"Lee, Katie",NAU.PH.2014.22.8.1.6.33,185846,"Koehler, Martin D. "," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; humans; Katie Lee; atmosphere; wonder,Above Dam,Pre-Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/127362/rec/5,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment144.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment144_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment144_th.jpg
sediment145,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/125533/default.jpg,sediment145.jpg,Katie Lee in Glen Canyon,"[Katie Lee, Glen Canyon]",/atmosphere/#images-of-a-lost-world,,"Lee, Katie",NAU.PH.2014.22.8.1.6.32,182208,"Koehler, Martin D. "," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; humans; Katie Lee; atmosphere; wonder,Above Dam,Pre-Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/125533/rec/12,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment145.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment145_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment145_th.jpg
sediment146,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9430/default.jpg,sediment146.jpg,Balanced rocks,[Balanced Rocks].,,,"Nichols, Tad",NAU.PH.99.3.1.11.102,20522,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; atmosphere; balanced rocks; wonder; wind; land,Above Dam,Pre-Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9430/rec/7,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment146.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment146_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment146_th.jpg
sediment147,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9449/default.jpg,sediment147.jpg,Balanced rocks,[Balanced Rocks] [A cropped version of this photograph appears in Tad's Glen Canyon book on page 108.].,/atmosphere/#wonder,,"Nichols, Tad",NAU.PH.99.3.1.11.92,205113,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; atmosphere; balanced rocks; wonder; wind; land,Above Dam,Pre-Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9449/rec/11,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment147.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment147_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment147_th.jpg
sediment148,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/16758/default.jpg,sediment148.jpg,Balanced rocks,[Balanced Rocks at Mile 64.],/atmosphere/#wonder,,"Nichols, Tad",NAU.PH.99.3.1.9.83,19932,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; atmosphere; balanced rocks; wonder; wind; land,Above Dam,Pre-Dam,,Glen Canyon; Balanced Rocks Canyon,37.106279,-111.053393,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/16758/rec/16,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment148.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment148_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment148_th.jpg
sediment149,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9511/default.jpg,sediment149.jpg,Balanced rocks,[Balanced Rocks].,/atmosphere/#wonder,,"Nichols, Tad",NAU.PH.99.3.1.11.94,20515,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; atmosphere; balanced rocks; wonder; wind; land,Above Dam,Pre-Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9511/rec/20,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment149.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment149_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment149_th.jpg
sediment150,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9513/default.jpg,sediment150.jpg,Balanced rocks,[Balanced rocks].,/atmosphere/#wonder,,"Nichols, Tad",NAU.PH.99.3.1.11.81,20508,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; atmosphere; balanced rocks; wonder; wind; land,Above Dam,Pre-Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9513/rec/21,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment150.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment150_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment150_th.jpg
sediment151,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/16752/default.jpg,sediment151.jpg,Balanced rock and shadow,[Balanced rock and shadow.],,,"Nichols, Tad",NAU.PH.99.3.1.9.87,19935,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1956,1956,sediment; atmosphere; balanced rocks; wonder; wind; land,Above Dam,Pre-Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/16752/rec/1,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment151.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment151_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment151_th.jpg
sediment152,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/127361/default.jpg,sediment152.jpg,Katie Lee in Glen Canyon,Raise the Curtain,,,"Lee, Katie",NAU.PH.2014.22.8.1.6.37,185849,"Koehler, Martin D. "," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; humans; Katie Lee; atmosphere; wonder,Above Dam,Pre-Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/127361/rec/68,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment152.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment152_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment152_th.jpg
sediment153,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/127365/default.jpg,sediment153.jpg,Katie Lee in Glen Canyon,Blinding Beauty,,,"Lee, Katie",NAU.PH.2014.22.8.1.6.35,185848,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; humans; Katie Lee; atmosphere; wonder,Above Dam,Pre-Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/127365/rec/72,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment153.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment153_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment153_th.jpg
sediment154,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/127360/default.jpg?highlightTerms=koehler%2C%20martin%20d.%20AND%20image%20AND%20katie%20lee,sediment154.jpg,"Katie Lee, Lying in a Bed of Rocks",Bedrock,/atmosphere/#images-of-a-lost-world,,"Nichols, Tad",NAU.PH.2014.22.8.1.6.42,185852,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; humans; Katie Lee; atmosphere; wonder,Above Dam,Pre-Dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/127360/rec/3,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment154.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment154_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment154_th.jpg
sediment155,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/4680/default.jpg,sediment155.jpg,Silt volcano in Lake Mead,"US: Arizona: Silt 'volcanoes' forced up by settling Lake Mead delta. Water, silt and marshgas bubble from central 'crater.'",/atmosphere/#feedback-loops,,"Belknap, Bill",NAU.PH.96.4.159.24,3167,"Belknap, Bill"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; atmosphere; volcano,Below Dam,,,Lake Mead,36.17396022,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/4680/rec/1,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment155.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment155_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment155_th.jpg
sediment156,"https://archive.library.nau.edu/iiif/2/cpa:125301/full/700,/0/default.jpg",sediment156.jpg,"Rainbow Bridge Expeditions brochure, circa 1950","""River Trail to Rainbow Bridge"": Mexican Hat Expeditions [brochure], circa 1950",/atmosphere/#economies-of-wonder,,"Wright, Frank; Rigg, Jim",nm387g005s001b024f0006i0001,181515,"Lee, Katie"," Special Collections and Archives, Cline Library, Northern Arizona University.",1950,1950,sediment; wonder; tourism; atmosphere; brochure; Rainbow Bridge,,,,Glen Canyon; Rainbow Bridge,37.05538545,-110.9467634,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/125301/rec/58,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment156.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment156_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment156_th.jpg
sediment157,"https://archive.library.nau.edu/iiif/2/cpa:84127/full/700,/0/default.jpg?page=1",sediment157.jpg,Rainbow Bridge Boat trips brochure,"""Lake Powell Boat Trips Through Glen Canyon and the Colorado River Country to Fabulous Rainbow Bridge."" Brochure produced by Canyon Tours, Inc. to attract visitors to Lake Powell Recreation Area.",/atmosphere/#economies-of-wonder,,"Canyon Tours, Inc.",nm193g001s001b001f0005i0001,142294,Flagstaff Chamber of Commerce;," Special Collections and Archives, Cline Library, Northern Arizona University.",1967,1967,sediment; wonder; tourism; atmosphere; brochure; Rainbow Bridge,,,,Glen Canyon; Rainbow Bridge,37.05538545,-110.9467634,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/84121/rec/11,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment157.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment157_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment157_th.jpg
sediment158,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/11114/default.jpg,sediment158.jpg,Sightseeing boat visiting Rainbow Bridge,"First view of Rainbow Bridge, So. Utah. Rising waters of Lake Powell bring visitors on sightseeing boats to within a short hike to stand beneath the world's largest natural bridge, 309 ft. high. Dark Navajo Mtn. is beyond. This round trip of 100 miles from Wahweap Marina takes the boat thru a maze of red rocks. [photograph supplied] (This image is digitally manipulated to correct for color deterioration in the original transparency.)",/atmosphere/#economies-of-wonder,,"Muench, Josef",NAU.PH.2003.11.1.4.M-2068,19010,"Muench, Josef"," Special Collections and Archives, Cline Library, Northern Arizona University.",1970,1960-1980,sediment; wonder; tourism; atmosphere; Rainbow Bridge,,,,Glen Canyon; Rainbow Bridge,37.05538545,-110.9467634,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/11114/rec/41,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment158.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment158_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment158_th.jpg
sediment159,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/753/default.jpg,sediment159.jpg,Petroglyphs on varnished wall,Petroglyphs near Mile 60.5 6-15-63,,,"Reilly, P. T. (Plez Talmadge)",NAU.PH.97.46.86.48,8093,"Reilly, P.T."," Special Collections and Archives, Cline Library, Northern Arizona University.",1963,1963,sediment; petroglyphs; humans; microbes; biota,Above Dam,Pre-Dam,,Glen Canyon,37.261822,-110.861396,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/753/rec/649,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment159.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment159_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment159_th.jpg
